dlga_start:fighter_parry_try_again.1|글쎄, 영 시원치 않군. 그렇지 않소? (기억하십시오, 당신이 반드시 오른쪽 마우스 버튼을 누르고 있어야 효과적으로 방어가 됩니다.) 다시 하길 원하시오?
dlga_fighter_parry_try_again:fighter_talk_train_parry|네. 다시 해봅시다.
dlga_fighter_parry_try_again:fighter_talk_leave_parry|아니요, 지금은 됐습니다.
dlga_start:fighter_parry_warn|이보게! 우리는 방어를 연습하고 있네, 친구! 자네가 내 공격을 막아야지, 나를 공격하면 안되네!
dlga_fighter_parry_warn:fighter_talk_train_parry|미안합니다, 다시 한 번 해보지요.
dlga_fighter_parry_warn:fighter_talk_leave_parry|미안합니다. 지금 연습을 끝내고 가봐야 겠군요.
dlga_fighter_talk_leave_parry:close_window|좋소. 당신이 원한다면야.
dlga_start:fighter_combat_try_again|글쎄, 영 시원치 않군. 그렇지 않소? 그렇다고 너무 기분 나빠하지 말고 다시는 실수하지 마시오. 다시 한번 하길 원하시오?
dlga_fighter_combat_try_again:fighter_talk_train_combat|예, 한판 더 합시다.
dlga_fighter_combat_try_again:fighter_talk_leave_combat|아니요, 이 정도면 충분합니다.
dlga_fighter_talk_leave_combat:close_window|뭐, 알겠소. 마음이 바뀌면 다시 말하시게.
dlga_start:fighter_combat_try_again.1|이봐, 좋은 스파링이었소. 당신이 날 이겼군, 하지만 다음부턴 좀 조심하시오. 다시 한번 하길 원하시오?
dlga_start:fighter_talk.2|아주 좋소. 당신은 당신이 원하는 방향으로 공격하는 법을 배웠을 것이오. 이것을 다시 할 수도 있고 다른 것을 연습할 수도 있소.
dlga_start:archer_challenge_2|나쁘지 않군. 나쁘지 않아! 당신은 궁술의 기본을 익혔을 것이오. 이제, 같은 것을 석궁으로 연습해보시오. 저기있는 석궁과 볼트를 들고 저 3개의 타겟을 맞춰보시오. 석궁은 활에 비하면 훨씬 쏘기 쉽지만, 조금 재장전 시간이 필요할 것이오.
dlga_start:archer_challenge_2.1|좋소. 쇠뇌를 그리 어렵지 않게 사용하는군. 다음으로 당신은 투척 무기를 배울 것이오. 자벨린을 들고 저기 있는 3개의 목표물을 맞춰보시오.
dlga_start:ranged_end|좋소, 이 연습으로 당신은 모든 3가지 원거리 무기의 기본을 습득하였소. 훈련은 휴식과 병행해야 하오. 매일 훈련을 쉬지 마시오, 열심히 가르쳐 준대로 한다면 당신은 올드월드 최고의 궁술 수준에 도달할 것이오.
dlga_ranged_end:close_window|이제, 이미 그 과정을 거치지 않았다면, 당신은 근접전 교관이나 마술 교관에게 이야길 해보시오. 그들도 당신에게 중요한 스킬을 가르쳐 줄 것이오.
dlga_start:archer_talk|좋은 하루되시길, 젊은 친구. 나는 궁술 훈련을 원하는 이들에게 내 시간을 할애하고 있다오. 만약 당신이 지도를 원한다면, 나에게 알려주시오. 그럼 내가 활과 석궁, 자벨린에 대해 지도해드리리다.
dlga_archer_talk:archer_challenge|예, 원거리 무기를 어떻게 쓰는지 보여주십시오.
dlga_archer_talk:close_window|아니요, 아직 아닙니다.
dlga_archer_challenge:archer_challenge_2|좋소, 첫번째 훈련은 궁술 훈련소에서 이루어질 것이오. 활은 익히기에 어려운 무기지만 충분히 익힌다면, 당신은 빠르고 강하게 목표를 맞출 수 있소. 활과 화살을 잡고 저기 있는 목표물을 맞추시오.
dlga_archer_challenge_2:close_window|좋아요, 준비됐습니다.
dlga_archer_challenge_2:close_window.1|잠깐만요, 다른 걸 해보고 싶습니다.
dlga_start:horseman_melee_challenge_2|말 타기를 즐기길 바라오. 이제 우린 좀 더 어려운 것을 배울 것이오. 저기 보이는 창을 잡고 목표물 주변을 돌면서 적어도 한 번 이상 목표물을 공격해보시오.
dlga_start:horseman_melee_challenge_2.1|멋지군! 당신은 말 위에서 적을 공격하는 법을 배웠소. 그건 초보자들에게 쉬운 일이 아니오. 당신은 이제 활과 화살로 목표를 공격하는 법을 배우게 될 것이오. 당신의 성공을 고려해서 각 목표물을 화살로 맞춰보시오.
dlga_start:horsemanship_end|아주 잘했소. 당신은 이제 말 위에서 적을 활로 쏠 수 있을 것이오. 매일 연습한다면 당신은 말타기의 전문가가 될 것이오.
dlga_horsemanship_end:close_window|이제, 만약 하지 않았다면 근접전 교관이나 궁술 교관에게 가보시오. 당신은 자신을 지키기 위해 배울 수 있는 것을 모두 배워야 할 것이오.
dlga_start:horseman_talk|좋은 날이군! 난 여기에 승마 연습을 하러 왔는데, 내 늙어빠진 뼈가 심하게 쑤셔서 오늘은 그냥 쉬기로 했소. 만약 승마를 배우고 싶다면, 여기서 내 말을 타시오. 당신의 연습은 아마 그 말에게도 좋을 것 같소.
dlga_horseman_talk:horseman_challenge|네, 승마 연습을 하고 싶습니다.
dlga_horseman_talk:close_window|음. 아무래도 나중에 해야겠습니다.
dlga_horseman_challenge:horseman_melee_challenge_2|좋소. 이제, 당신에게 승마와 말 위에서 무기 쓰는 법을 알려드리겠소. 첫 번째는 간단하오. 그냥 말을 타고 코스를 돌기만 하면 되오. 빠르게든 느리게든 당신이 원하는 데로 달리시오. 충분하다고 생각하시면 나에게 와서 좀 더 어려운 연습을 할 수 있소.
dlga_horseman_melee_challenge_2:close_window|알겠습니다. 전 준비됐습니다.
dlga_horseman_melee_challenge_2:close_window.1|잠시만요. 다른 걸 먼저 하고 싶습니다.
dlga_tutorial_troop_default:close_window|이봐, 난 여기서 연습 중이잖아. 원거리 무기를 지도받고 싶다면 궁술 교관에게 가서 말을 걸어봐.
dlga_start:lord_prison_break_confirm_3|계획에 변화가 있소?
dlga_start:lord_prison_break|무슨 일이오?
dlga_start:aroulo_meet_on_island_backstory|대화를 해볼까. 여기서 뭘 하는 거지?
dlga_aroulo_meet_on_island_backstory:aroulo_meet_on_island_backstory_1|저는 평범한 상인일 뿐입니다, 경.
dlga_aroulo_meet_on_island_backstory_1:aroulo_meet_on_island_backstory_2|상인이라고? 상품을 배로 운반한 모양인데.
dlga_aroulo_meet_on_island_backstory_2:aroulo_meet_on_island_backstory_3|그렇습니다.
dlga_aroulo_meet_on_island_backstory_3:close_window|흐음... 도적은 많다고만 해두도록 하지. 짐작가는 일당은 없지만. 지금의 그대는 안전해 보이는군. 여행에 행운이 따르기를 빌어두지.
dlga_aroulo_meet_on_island_backstory:aroulo_meet_on_island_backstory_attack|내가 하는 일? 당신의 갑옷을 만들거나, 당신의 시체에서 갑옷을 벗겨내는 일이지.
dlga_aroulo_meet_on_island_backstory_attack:close_window|바보같은놈. 오켈 작카아릴!
dlga_start:close_window.4|올레스 흐라크카릴크, 란크오이 르흐오아.
dlga_start:ovkun_response|토르손은 어디에 있지?
dlga_ovkun_response:ovkun_response_died|그는 용감하게 죽었네. 나는 그를 지킬 수 없었어. 미안하네.
dlga_ovkun_response:ovkun_response_games|토르손이 어디에 있냐고? 그건 좋은 질문이로군. 놈은 항해중에 전부 해내지 못한 모양이야. 아마도 그는 여전히 습격하고 있겠지.
dlga_ovkun_response_games:ovkun_response_2|놀이는 여기까지다! 그는 죽었다. 내 눈에는 네가 똑똑히 보이는걸. 이 겁쟁아!
dlga_ovkun_response_died:ovkun_response_2|어째서 너는 진정한 혈족이 그리하듯이 그와 함께 죽지 않았지?
dlga_ovkun_response_2:close_window|그는 용감하게 죽었지만 네놈은 겁쟁이처럼 살아 남았지. 곧 네놈은 죽은 겁쟁이가 될 것이다. 아직도 네놈의 피 안에 철의 피가 흐른다면, 창을 쥐어라.
dlga_start:falmann_ready|준비가 되었나?
dlga_falmann_ready:close_window|그래, 언제든지.
dlga_falmann_ready:close_window.1|아니, 아직이야.
dlga_start:falmann_response|어디, 크벤슨의 창이 놈의 목구멍을 관통한 것 같은데. 그 자신이 도전을 했으니까, 그 죽음으로 너를 비난할 필요는 없겠지. 너는 토르손의 습격대의 생존자 두 명 중에 한 명이다. 무슨 일이 있었는지 말해봐라.
dlga_falmann_response:falmann_disgust|그러니까, 발라히르 아슬링이 우리를 공격했는데... [겁쟁이라는걸 인정한다]
dlga_falmann_response:falmann_bullshit|그러니까, 그는 히크와 나에게 정찰하라고 명령했어. 하지만 돌아왔을 때 그들은 거기에 없었지... [겁쟁이라는걸 부정한다]
dlga_falmann_disgust:falmann_disgust_2|너는 날 역겹게 만드는군.
dlga_falmann_disgust_2:falmann_disgust_3|복장은 훌륭하지만 내용물이 형편없군.
dlga_falmann_disgust_3:falmann_avenge|*퉷* 하지만 너에게는 한 번만 더 기회를 주도록 하지. 두 번 다시 겁쟁이처럼 굴지는 마라. 그렇지 않으면 나의 관대함은 사라질지도 모르니.
dlga_falmann_bullshit:falmann_avenge|너의 야영지에서 스바파르 아슬링 시길의 인장이 새겨진 천을 발견했다고 했지? 그놈의 짓이라는 것에는 의심의 여지가 없군.
dlga_falmann_avenge:falmann_avenge_2|너는 토르손을 위해 복수를 해야한다. 생존자로서, 또한 그의 친구로서 말이지. 다시 한 번 페리스노로 항해할 준비가 되면 말해라. 지금의 너에게는 놈을 쓰러뜨릴 힘은 없을지도 모르지. 그러나 아직 시간이 있다. 스바파르를 죽이는 것이 너의 임무이다.
dlga_falmann_avenge_2:close_window|나 자신을 증명할 수 있는 기회를 주어서 고마워. 실패하지 않겠어.
dlga_start:north_merchant_talk|좋은 날입니다! 저는 남방에서 온 상인이지요. 물건을 좀 팔아보려고 왔습니다. 어떻습니까?
dlga_north_merchant_talk:north_trade_requested|거래를 하고 싶군. 상품을 보여줘.
dlga_north_trade_requested:north_merchant_trade|아, 네. 봐 주십시오.
dlga_north_merchant_trade:north_merchant_talk|그 밖에는?
dlga_north_merchant_talk:north_merchant_gossip|말해줘. 요즘 사람들의 화두는 뭐지?
dlga_north_merchant_gossip:north_merchant_talk|요즘에는 새로운 소식이 없습니다. 가격, 날씨, 전쟁같은 오래된 화제들 뿐이지요. 저는 여기 헤이랄 사람들의 화제에 대해서는 잘 모릅니다. 저는 단순히 무수한 땅에서 얼마나 많은 상품을 팔 수 있을지 희망을 갖고 이야기를 찾아내고자 하는 상인에 불과하니까요. 어쩌면 당신이 저를 모험가라고 부를 수도 있겠지요!
dlga_north_merchant_talk:close_window|안녕히.
dlga_start:close_window.5|너와 나눌 말은 없다. 겁쟁이.
dlga_start:drunk_response|뭘 쳐다 보는거요?
dlga_start:drunk_response.1|당신 나를 보는 거요?
dlga_player_duel_response:close_window|신경쓰지 마.
dlga_player_duel_response:close_window.1|놈이 죽는게 낫지.
dlga_drunk_response:drunk_fight_start|잘은 모르겠군... 확실히, 어떤 종류의 짐승이긴 한데.
dlga_drunk_response:dplmc_drunk_attempt_placate|미안하군 -- 사과하도록 하지.
dlga_dplmc_drunk_attempt_placate:close_window|이번에는... 봐주도록 하지. 이제 꺼져.
dlga_dplmc_drunk_attempt_placate:close_window.1|그 면상에서 능글맞은 웃음기를 지워주마!
dlga_drunk_fight_start:close_window|그 추접스러운 얼굴에서 웃음을 사라지게 해주지!
dlga_drunk_response:drunk_player_high_renown|내가 누군지는 모르는 건가?
dlga_drunk_player_high_renown:drunk_fight_start|내가 신경써야 하나?
dlga_drunk_player_high_renown:drunk_fight_start.1|입만 살아서는. 네가 있어야 할 곳으로 보내주지!
dlga_drunk_player_high_renown:drunk_player_high_renown|어어엄... 확실히... 네, 네, 당신이 누구인지 알고 있습죠, {s0}. 부디 용서해 주십시오, 자비를 -- 그만 마셔야겠습니다. 떠나야겠어요, 바로...
dlga_drunk_player_high_renown:drunk_fight_start.2|왜 그래, 덤비고 싶어? 상대해 주지!
dlga_drunk_player_high_renown:close_window|충분히 생각해 봤어. 이제, 당장 여기서 떠나시지.
dlga_start:fistfight_response|당신은 열심히 일할 수 있는 {reg33?여성:친구}처럼 보이는군 -- 또는 일들을 처리할 수도 있겠지. 내가 당신에게 사업상의 제안을 하고 싶은데.
dlga_fistfight_response:fistfight_response_2|무슨 일이지?
dlga_fistfight_response_2:fistfight_response_2a|좋아 -- 당신이 관심있어 하는것 같아 기쁘군. 여기 계획이야... 조금 복잡하긴하지만 잘 들으시게.
dlga_fistfight_response_2a:fistfight_response_3|당신과 다른 동료가 여기서 싸움을 시작해야 하네. 무기와 방어구는 제외하고 -- 나는 앉아서 내기를 할 거고, 이익을 승자와 나눌걸세. 우리가 손해를 입으면 내가 그것을 보상할거야. 그러면 잃을게 하나도 없지 -- 물론 약간의 피를 제외하고 말이지.
dlga_fistfight_response_3:fistfight_response_4|그러나, 모든 사람이 벌써부터 돈을 거는 저 멋진 경기장에서의 한판 승부를 우리가 열지 못하겠지만, 사람들이 소음에 이끌려 걸어와 한 두푼을 자기가 이길 거라 생각하는 사람에 걸게 될 것이오. 물론 당신들 둘 중에 하나겠지. 나는 그들에게 '공정한' 배당을 줄 것이오 -- 하긴 이미 에일 맥주 세 병을 마신 사람에게는 그 어떤 일도 너무 교묘해서 알아차리기 힘들겠지.
dlga_fistfight_response_4:fistfight_response_4a|그래서, 당신도 알겠지만, 이 속임수는 당신이 지고 있다고 가능한 오래 보이게 만드는데 있지, 사람들은 상대방에게 걸게 될 거고, 그렇게 되면 빠르게 상황을 역전시켜 승리하는 거지, 배당이 역전되기 전에 말이야. 최고로 많이 돈을 버는 법은 당신이 거의 바닥에 널부러졌을 때, 뛰어올라 상대방을 발로 걷어차버리는 거야. 그렇게 승리하면 돈을 벌게 되는거지.
dlga_fistfight_response_4a:fistfight_response_5|또한, 싸움을 최대한 오래 지속시키야지, 그렇지 않으면 사람들이 의심할 걸. 그래서, 당신들 중 누구라도 주먹을 맞고 피를 약간 흘려줘야 해, 난 누구의 피라도 신경쓰진 않지만.
dlga_fistfight_response_5:fistfight_response_5a|그리고 또 다른 한가지 -- 내 친구, 그대의 상대, 그는 복합함에 잘 적응하지 못하네. 그래서 그는 단지 당신에게 곧장 올 것이야. 예술성을 제공하는 것은 당신에게 달려있지.
dlga_fistfight_response_5a:fistfight_response_confirm|그래, 어떻게 생각하시오?
dlga_fistfight_response_confirm:close_window|  {!}[Yes -- not yet implemented]
dlga_fistfight_response_confirm:close_window.1|다른 더 좋은 일을 찾아봐야겠군.
dlga_start:ramun_introduce_1|좋은 날일세, {reg33?아가씨:청년}.
dlga_ramun_introduce_1:ramun_introduce_2|실례합니다. 당신은 상인처럼 보이는데, 당신의 물건은 보이지 않는군요.
dlga_ramun_introduce_1:close_window|신경쓰지 마십시오.
dlga_ramun_introduce_2:ramun_introduce_3|상인처럼 보인다고? 아, 그래. 나는 확실히 상인이지. 그러나 내 상품은 대부분의 다른 이들이 다루는 것과 다르다네. 하루에 두 번씩 먹이고 물을 줘야하고, 내가 한눈을 팔면 도망가려 하거든.
dlga_ramun_introduce_3:ramun_introduce_4|가축입니까?
dlga_ramun_introduce_4:ramun_introduce_5|정답에 가깝구만. 나는 나 자신을 바다의 모든 배를 움직이는 자라고 자칭하는 것을 좋아한다네. 자네도 알다싶이 배는 노를 저어서 나아가고, 노를 젓기 위해서는 사람들이 필요하지. 그것이 내가 다루는 것들이라네.
dlga_ramun_introduce_5:ramun_introduce_6|뱃노예들을 말하는군.
dlga_ramun_introduce_6:ramun_introduce_7|이제 맞추었구만! 이런 무역 항구는 그들 없이는 생계를 이어갈 수 없지. 배는 모든 항해에서 약간의 손해를 입기 마련이라 항상 수요가 있다네. 선장들이 내게 와서 돈을 지불하지.
dlga_ramun_introduce_7:ramun_introduce_8|노예들은 어디서 왔습니까?
dlga_ramun_introduce_8:ramun_introduce_9|대부분의 경우, 나는 국가에서 유죄 판결을 받은 죄인들을 구입해서 되판다네. 그 밖에는 여러 국가의 전쟁 포로들이 있지. 그들은 특히 내가 가장 좋은 가격을 제공하고 있다네. 하지만 나는 때때로 불규칙한 사람들로부터 구입하기도 한다네... '개인들' 말이야. 이 업계에서는 공급자들을 까다롭게 고를 수 없거든. 자네가 우연히 포로를 잡았다고 치세, 자네는 어쩔건가?
dlga_ramun_introduce_9:ramun_introduce_10|제가요?
dlga_ramun_introduce_10:ramun_introduce_11|왜 안되겠나? 이 마을 밖으로 나서면 조만간 누군가와 칼부림을 나누게 될것이야. 그리고 신께서는, 기꺼이 자네에게 미소를 지어주시겠지. 그러면 약간의 용돈을 벌 기회도 생기지 않겠나? 그들을 나에게 데리고 온다면, 나는 한 사람당 50 오럼을 지불함세. 그들이 누구인지, 또는 어디에서 왔는지는 상관하지 않겠네.
dlga_ramun_introduce_11:ramun_introduce_12|흐음. 그 일에 대해서 생각해 보겠습니다.
dlga_ramun_introduce_12:close_window|잘 생각해 보시게나! 많은 동전을 얻을 수 있을거야, 틀림없이. 우리 둘 모두가 만족할 수 있겠지.
dlga_start:ramun_talk|반갑네, {playername}.
dlga_ramun_pre_talk:ramun_talk|또 무언가 있는가?
dlga_ramun_talk:ramun_sell_prisoners|당신을 위해 포로를 끌고왔습니다, 라문. 좀 봐 주시겠습니까?
dlga_ramun_talk:ramun_sell_prisoners_all|내가 가진 모든 죄수를 팔고 싶군요.
dlga_ramun_sell_prisoners_all:ramun_sell_prisoners_all_2|자네가 데려온 {reg1}명의 {reg2?죄수들을:죄수를} {reg0} 오럼에 사도록 하지. 거래 하시겠나?
dlga_ramun_sell_prisoners_all_2:ramun_sell_prisoners_2|거래 성립입니다.
dlga_ramun_sell_prisoners_all_2:ramun_pre_talk|다시 생각해 보지요.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|어디 자네가 가져온 것들을 봄세...
dlga_ramun_sell_prisoners_2:close_window|자네와의 거래는 즐겁구만.
dlga_ramun_talk:ramun_ask_about_capturing|제가 어떻게 포로들을 잡아올 수 있을까요?
dlga_ramun_talk:ramun_ask_about_capturing.1|포로들을 잡는 방법에 대해서 다시 한 번 말씀해 주시겠습니까?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|자네는 이 일에 있어서 초보인가 보지? 간단하게 설명하겠네. 포로를 잡기위한 기본 원칙은, 칼로 사람들을 베어버리는 것 보다는 메이스나 둔기같은 뭉툭한 무기를 쓰라는 거야. 그런 무기들로 당하면 그는 피를 흘리지만 잠시 기절하겠지. 자네가 뭉툭한 무기를 사용한다는 가정하에 말일세...
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|물론이지요.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|사실 그렇지 않습니다.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|잘 됐네. 그럼 그냥 나가서 두들겨 눕히게. 그 다음, 쇠고랑에 채워서 나한테 데리고 오면 되는거지. 뭐... 귀족들은 워낙 갑옷을 잘 입고 있어서 아무거나로 때려도 기절하지만, 보통 놈들을 칼 같은 것으로 베면 피를 철철 흘리거든. 내가 노예로 사는 놈들을 깐깐하게 고르진 않지만, 적어도 숨은 쉬는 놈들이었으면 좋겠네.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|없다구? 뭐, 오늘 자네 운이 좀 좋군. 마침 내가 버릴려고 한 곤봉이 하나 있는데... 좀 낡았지만 아직 쓸만할 거야. 그걸 자네한테 주지.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|감사합니다, 라문. 아마도 이 사업에 손을 대어 볼지도 모르겠군요.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|좋아, 내가 다시 한번 간단하게 설명해주지. 기본적인 방법은  적을 칼로 베어 버리기 보다는 곤봉이나 메이스같은 둔기류의 무기로 기절을 시키는 거야. 그 방법을 쓰면 피를 흘리며 죽는 대신에 잠시동안 잠들게 되지. 알겠나? 귀족이나 그와 같은 사람들 잡는것은 약간 또 다른지. 그들은 충분한 보호구가 있기에 자네가 어떤 종류의 무기를 사용하더라도 문제가 안되지만, 보통의 오합지졸들은 자네가 날카로운 무기를 사용한다면 메달린 돼지처럼 피를 흘리게 되지.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|그래, 이해 하겠네. 다른 볼일이 있는가?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|뭐... 사실 그렇게 딱 알만큼 쉬운 일도 아니지. 둔기류의 무기들은 다른 무기들보다 데미지를 적게 준다고. 자네가 이 주변 도적들과 만났을 때, 뭐 누가 곤봉 쓴다고 봐줄 줄 알아? 잘못하면 오히려 니가 잡힌다고. 또, 포로로 잡힌 녀석들은 자네의 이동 속도도 감소시킨다네. 그 이유 때문에 많은 사람들이 전투 후에 포로들을 그냥 놓아주기도 하고 말이야. 그 아까운 걸... 그게 다 돈인데.
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|그게 전부입니까?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|마지막으로 하나만 말해주지. 잡은 포로들을 관리하는 것도 결코 쉬운 일이 아니라네. 여러 명의 포로들을 한꺼번에 관리하는 것, 그것도 다 기술이야. 기술이 없다면 포로를 한 명도 못 잡을 것일세.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|감사합니다, 명심해 두도록 하지요.
dlga_ramun_talk:ramun_leave|이제 그만 가봐야겠군요.
dlga_ramun_leave:close_window|기억해두게, 자네가 잡은 어떤 포로도 나에게 데려올 수 있다는 것을. 나는 자네에게 기꺼이 좋은 값을 쳐줄걸세.
dlga_ramun_talk:ramun_quest|무슨 일거리는 없습니까?
dlga_ramun_quest:ramun_quest1|왜 없겠어! 요즘들어 내 사업은 정말 최악이야! 사람들이 이제는 포로를 잡는 것보다 죽이는 것을더 좋아하는 것 같다니까! 그건 정말로 끔찍한 일이지. 왜 칼로 다른 사람들을 죽이는 건가? 그냥 무딘 무기로 그들을 기절시켜서 노예로 파는게 훨씬 나은데?
